,Title,Review,
215,tour guide makes it fun even for teens ,),"We did this tour with Catherine. What a great tour. Clearly Catherine has a passion for the Spanish Civil War in Barcelona. She brought so much to the tour, so much amazing background information. She is a gifted communicator (I was going to say storyteller but I didn’t want to imply any of it was fiction). She really brought the war in Barcelona to life. Her group is constantly on the lookout for Spanish Civil War memorabilia which also makes things so real. The 3 1/2+ hours flew by…we both thoroughly enjoyed the tour and highly recommend it to anyone."
216,Gothic area walking tour,"40,414 reviews",
217,Good Flamingo show but tapas experience was very disappointing,"What can I say about this beautiful area? I loved roaming the streets and laneways, looking up at the gorgeous architecture. Just so beautiful, but good lock finding the same street twice! LOL",
218,JUAN CARLOS TOUR 16 JULY 2019,"So much to see and very interesting. Something new to see everywhere you look, plus lots of cute little cafes and tapas bars.
Yes there is homelessness here and late at night you might get offered drugs but just keep walking! Barcelona is like every other city, just use your common sense and you will be absolutely fine! :) Really recommend coming here and getting lost in the streets",
219,Juan Carlos tour,Too bad we walked through on our own. It would have been great to have a guide explain all we saw because there were lots of great buildings and monuments along the way.,
220,Very Enjoyable,"We loved this area. The narrow streets and very cool buildings made for a nice afternoon.

We found some nice shops especially a great Christmas store Kaethe Wohlfahrt. So nice to see
beautiful ornaments and other decorations made in Germany not China.
This is a very interesting part of Barcelona.",
221,Passports and Money stolen by out tour guide,My wife and I happened to come down here twice during our stay. It's close to the La Rambla area. Looking at the buildings & architectural detail was an incredible experience. The narrow streets that took you here and there. The Barcelona Basilica is located in this area as well as the Del Mar church. Just take time to enjoy checking out various shops / bars / restaurants int he area. Allow yourself to just get lost and pick a direction,
222,Aidan is the don,"The old part of central Barcelona, including the cathedral area.
It has highlights, but also dirty and (especially during the night) creapy and desolated streets.
A must see for every visitor, but also beware of pickpockts.",
223,Hospitality of guids were perfect environement can't be influenced,"So much fun- Great food and sights. The history is everywhere. See the Cathedral and the churches. Felt very safe. Alot of tourists, but the crowds were not overwhelming. We stayed in the Gothic quarter and would certainly stay in that area again .",
224,Six hours includes 2 hour traffic jams,"A must visit when in Barcelona, lots to see and lots of shops
It does get very crowded so be prepared for this",
225,excellent day out,"Wow, what a beautiful part of the city. Everywhere you look the buildings are just stunning, it feels so different from the main part of town and so much to see. Really lovely stroll around this area.",
226,Amazing Guide and Trip,"We stayed at the H10 Madison (separate review) in the Barri Gothic and would highly recommend making this your center of operations when visiting Barcelona. The location is superb for seeing most everything you would want to see (except Park Guell and Sagrada Familia, which are best seen with a guide anyway).",
